PROTEIN
34
21 1 15 31 24 4 10 7 15 16 3 7 16 13 38 12 37 5 3 3 18 39 8 33 27 51 19 8 3 21 13 9 2 9
595
1 0
1 1
1 2
1 3
1 4
1 5
1 6
1 7
1 8
1 9
1 10
1 11
1 12
1 13
1 14
1 15
1 16
1 17
1 18
1 19
1 20
1 21
1 22
1 23
1 24
1 25
1 26
1 27
1 28
1 29
1 30
1 31
1 32
1 33
 -6.9345703 -9.007111 -9.299408 -9.480682 -7.763489 -5.2000732 -8.494659 -8.735199 -10.064728 -9.072479 -9.029785 -6.082855 -9.840332

38
 -13.424774 -22.581482 -24.59665 -25.316864 -20.627869 -20.242859 -20.08368 -19.546234 -21.925598 -21.196259 -20.262207 -20.127197 -20.457733 -21.68985 -21.59787 -21.510773 -20.694366 -20.54898 -21.174164 -21.854279 -21.326202 -22.103912 -21.319824 -22.062653 -24.042175 -23.002136 -22.809204 -21.796051 -3.2584534 -6.6873474 -5.731903 -7.6576843 -4.4615173 -12.510681 -13.292664 -14.827393 -14.228729 -13.868713

12
 -9.046204 -9.815826 -8.710358 -10.29303 -9.255798 -9.025665 -9.466095 -8.914337 -9.788727 -8.872345 -7.0203857 -8.960266

37
 -8.66156 -8.271912 -8.455078 -13.311096 -9.954407 -9.878235 -10.205048 -9.51828 -9.108398 -10.265289 -11.067963 -12.599396 -10.711914 -21.825409 -22.01236 -21.552826 -21.892914 -21.766815 -22.124786 -23.067902 -25.698639 -23.54889 -11.025635 -11.44873 -10.924438 -6.1237183 -5.04541 -6.350891 -6.031433 -13.367157 -13.735657 -14.283478 -13.682983 -14.339294 -13.377747 -13.998322 -13.735687

5
 -10.696869 -11.143555 -11.093018 -11.557831 -11.6588745

3
 -12.231171 -12.189423 -14.577209

3
 -13.712341 -14.9045105 -14.444397

18
 -9.362244 -8.72879 -9.090607 -12.786255 -11.143188 -28.432648 -24.456696 -25.800446 -25.826233 -11.654938 -6.200989 5.4088593 -7.145935 -15.651215 -15.8020935 -15.409485 -9.950531 -15.432739

39
 -13.554474 -19.65207 -18.828003 -17.833038 -21.161957 -20.304504 -21.08429 -19.623444 -22.854675 -21.283417 -22.200165 -20.45816 -20.226593 -21.566376 -21.668793 -21.505585 -25.221436 -24.614868 -22.751709 -23.183807 -21.005249 -21.845306 -23.140228 -23.424042 -19.421204 -20.511871 -2.5637512 -4.600708 -3.1233826 -2.544983 -2.6079712 -3.2155151 -4.131439 -10.74823 -14.013428 -11.023682 -12.545929 -12.720764 -11.781921

8
 -10.4713745 -11.229889 -10.49057 -12.171967 -10.728729 -10.864166 -10.813721 -10.535919

33
 -5.3937073 -5.6421204 -5.9446106 -4.0317383 -5.321533 -6.047241 -7.4648743 -5.629364 -6.123291 -5.152649 -7.367279 -5.755127 -5.669922 -5.8320312 -5.842163 -5.8399353 -6.158722 -6.5843506 -7.0723877 -6.472351 -6.2576904 -6.0336914 -6.0138245 -5.642273 -5.932892 -6.906189 -8.392242 -9.793945 -9.869568 -9.054962 -9.716644 -9.890198 -10.236511

27
 -3.9227295 -3.76828 -2.8181763 -2.3898315 -4.3120117 -2.5372314 -4.2796936 -4.27771 -3.487976 -3.9795532 -4.0187683 -4.050415 -3.979248 -4.0756836 -5.3551025 -4.374817 -4.26709 -4.7051697 -4.7630615 -4.4506836 -7.3997498 -7.6270447 -8.122437 -7.675659 -7.7332764 -8.049194 -2.27063

51
 -4.1352234 -5.7052 -6.2304993 -5.9714355 -5.4165344 -4.43338 -4.0776978 -4.2668457 -1.9516296 -1.4946289 -4.0415344 -4.660553 -4.428009 -4.0601807 -4.295868 -4.599579 -3.7760315 -3.3884583 -3.0612793 -14.617218 -14.506836 -15.237793 -14.01416 -13.492767 -13.622833 -16.899902 -16.29535 -16.88266 -15.542999 -16.499634 -15.802246 -5.188141 -5.6000977 -5.8454895 -1.9621887 -4.5970764 -3.9999695 -2.6359558 -2.1235657 -3.5019836 -4.3591614 -7.8372498 -9.298218 -9.931152 -10.234802 -9.701263 -8.5199585 -9.152191 -9.1058655 -9.282471 -9.544281

19
 -1.1760559 -1.7520447 -2.388977 -2.793274 -2.4768677 -2.3196106 -0.39398193 3.5863342 -1.155426 -1.4091797 -2.9693604 -3.0502014 -3.2215881 -2.937378 -2.5539856 -2.3570862 -0.9738159 -3.5822144 -3.124176

8
 -6.531616 -7.8516235 -6.0363464 -6.0885925 -6.385132 -5.893524 -6.770355 -5.890991

3
 -11.431824 -13.7612 -9.543732

21
 -3.6409302 -4.3763123 -4.715912 -4.6031494 -4.3771667 -2.3960571 -3.7798462 -3.3407898 -5.308777 -4.259613 -4.6058655 -4.7240295 -5.049164 -3.435852 -4.575165 -4.699402 -5.1579895 -4.7457275 -4.0679626 -5.195465 -4.8376465

13
 -1.6503601 -2.987091 -4.789154 -2.6773376 -6.966858 -3.2956848 -3.5653381 -8.203247 -7.6940002 -6.352844 -7.4350586 -7.8163757 -1.7947388

9
 -11.361206 -11.484589 -10.85318 -11.2222595 -7.6443176 -10.309937 -10.800934 -9.849274 -11.506134

2
 -16.780396 -17.816315

9
 -11.068054 -11.402893 -10.751831 -10.336609 -10.29837 -10.130402 -10.94458 -10.024963 -9.7464905

21
 -0.852235
 -0.854857
 -0.836645
 -0.873496
 -0.876643
 -0.884526
 -0.840920
 -0.865914
 -0.865569
 -0.865321
 -0.861027
 -0.865023
 -0.856292
 -0.882504
 -0.842944
 -1.405629
 -1.443493
 -1.410379
 -1.388073
 -1.372514
 -1.390871


315
 -1.400029 -1.633797 -1.655145 -1.770411 -1.750097 9.289519 9.225125 -1.573248 -1.544326 -2.002086 -1.623034 -1.659987 -1.757138 -2.310525 -1.659295
 -1.372900 -1.567366 -1.595185 -1.703612 -1.691870 6.512483 6.674026 -1.532982 -1.506901 -1.812824 -1.560079 -1.585144 -1.668334 -2.101284 -1.616214
 -1.304150 -1.466211 -1.483616 -1.561628 -1.556677 6.663567 7.058180 -1.446154 -1.425496 -1.631447 -1.465980 -1.489866 -1.593618 -2.040469 -1.534428
 -1.419253 -1.670592 -1.712380 -1.889727 -1.866011 6.052194 5.760931 -1.607975 -1.577088 -2.162407 -1.651544 -1.675780 -1.744228 -2.205456 -1.692709
 -1.487696 -1.801757 -1.866097 -2.119098 -2.082682 5.765353 5.394423 -1.702552 -1.665659 -2.602818 -1.786503 -1.828645 -1.855051 -2.388360 -1.780162
 -1.500991 -1.768865 -1.827501 -2.030204 -2.012320 5.810987 5.461752 -1.706102 -1.672443 -2.267009 -1.758168 -1.783631 -1.840676 -2.295544 -1.786714
 -1.283706 -1.440405 -1.457027 -1.533439 -1.530040 6.824481 7.170960 -1.420501 -1.401582 -1.589229 -1.448553 -1.472291 -1.571330 -1.961239 -1.505128
 -1.287843 -1.452360 -1.469602 -1.548885 -1.542704 6.795467 7.152500 -1.428808 -1.413198 -1.619483 -1.455040 -1.470523 -1.599039 -2.016267 -1.524456
 -1.574178 -1.923689 -1.953667 -2.146740 -2.103465 10.606668 10.684001 -1.810517 -1.767844 -2.426385 -1.866222 -1.920091 -2.004270 -2.800540 -1.914213
 -1.532215 -1.973278 -2.034286 -2.260388 -2.191824 9.214556 9.380543 -1.787341 -1.731349 -2.503659 -1.904615 -2.030269 -1.963489 -2.758879 -1.874420
 -1.314998 -1.499055 -1.524923 -1.625954 -1.615977 6.537391 6.652825 -1.463711 -1.440708 -1.728284 -1.500677 -1.525764 -1.602003 -1.983870 -1.545790
 -1.312391 -1.487559 -1.510668 -1.607279 -1.598135 6.629830 6.767015 -1.457131 -1.437181 -1.690652 -1.490263 -1.509356 -1.597419 -1.959681 -1.542085
 -1.273432 -1.433230 -1.451581 -1.531486 -1.526721 6.824462 7.101389 -1.409251 -1.390762 -1.597988 -1.439326 -1.460848 -1.554656 -1.927938 -1.495104
 -1.371751 -1.601511 -1.613485 -1.686708 -1.672524 6.136102 6.650712 -1.546531 -1.523365 -1.882506 -1.591534 -1.641238 -1.875469 -2.725005 -1.660482
 -1.348486 -1.560832 -1.577244 -1.663682 -1.651309 6.220476 6.703547 -1.519044 -1.487894 -1.850221 -1.538162 -1.584869 -1.671461 -2.381530 -1.617587
 -1.206988 -1.460402 -1.513019 -1.609566 -1.593220 8.372111 8.608359 -1.332649 -1.315887 -1.757612 -1.543732 -1.615591 -1.616227 -1.882774 -1.385093
 -1.174869 -1.392845 -1.435524 -1.538973 -1.537023 6.152925 6.147645 -1.301007 -1.284096 -1.648250 -1.442363 -1.488119 -1.530266 -1.814255 -1.366406
 -1.184427 -1.415637 -1.452244 -1.580029 -1.572144 6.001002 5.953722 -1.300540 -1.292863 -1.754924 -1.510967 -1.552327 -1.603132 -1.826003 -1.354352
 -1.108276 -1.256359 -1.272746 -1.348824 -1.348083 7.026595 7.173448 -1.195052 -1.209710 -1.387178 -1.325330 -1.313408 -1.487405 -1.619769 -1.286010
 -1.127792 -1.281955 -1.299374 -1.371513 -1.371168 6.998225 7.243254 -1.225080 -1.234507 -1.411934 -1.330805 -1.325116 -1.493035 -1.722752 -1.326621
 -1.128000 -1.281064 -1.298076 -1.369690 -1.369885 6.986320 7.231681 -1.225909 -1.232537 -1.406311 -1.330293 -1.330898 -1.469723 -1.698439 -1.324528


651
 -1.753078 2.738193 -1.583030 -1.601545 -0.215189 -2.906162 -2.941565 -1.555514 -3.227040 -1.541883 -2.695882 -1.573989 -1.576175 -3.828517 -2.670095 -1.973775 -1.690740 -1.542418 -1.613492 -1.591686 -1.740354 -2.793394 -3.328187 -3.334289 -2.196683 -1.764572 -1.775353 -1.793706 -2.695439 -4.062815 11.369887
 -2.042205 2.457330 -1.754303 -1.806921 -0.830046 -1.049842 -0.932257 -1.694728 100000.000000 -1.670982 100000.000000 -1.714964 -1.717834 30.852503 -2.590178 -2.161448 -1.937380 -1.682163 -1.781595 -1.756748 -2.037827 -2.700436 100000.000000 3.117975 -2.534712 -1.902452 -1.911157 -1.926056 100000.000000 24.888027 100000.000000
 -1.459674 3.073368 -1.425029 -1.431858 -0.032349 -2.208743 -2.251474 -1.415946 -3.296523 -1.409859 -2.962029 -1.426956 -1.433685 -3.319911 -2.321356 -1.811092 -1.478899 -1.400263 -1.461968 -1.438828 -1.518077 -2.150244 -2.804443 -2.622916 -1.836668 -1.640137 -1.647448 -1.667400 -2.386855 -3.486515 2.034452
 -2.382405 2.109644 -2.156478 -2.290135 -0.742776 2.616976 2.720285 -2.051378 100000.000000 -1.958879 100000.000000 -2.094623 -2.044822 100000.000000 -2.938703 -2.437543 -2.351253 -2.026965 -2.175410 -2.167456 -2.263366 -2.831430 100000.000000 -2.101040 -3.334449 -2.149082 -2.203624 -2.214072 100000.000000 100000.000000 100000.000000
 -2.660167 1.824763 -2.469457 -2.539043 0.386096 20.750866 29.355856 -2.379766 100000.000000 -2.213120 100000.000000 -2.402424 -2.341577 100000.000000 -3.349681 -2.620965 -2.776817 -2.282817 -2.385478 -2.397280 -2.531640 -2.226047 100000.000000 -0.577353 -3.774355 -2.432377 -2.592914 -2.607422 100000.000000 100000.000000 100000.000000
 -1.075571 4.395844 -2.633638 -2.506780 100000.000000 100000.000000 100000.000000 -3.771065 100000.000000 -3.524299 100000.000000 -4.083433 -3.697917 100000.000000 100000.000000 -3.562442 -3.155482 -3.605154 -2.959496 -2.887999 100000.000000 100000.000000 100000.000000 100000.000000 -2.707523 -3.775710 -3.644108 -4.042643 100000.000000 100000.000000 100000.000000
 -1.435665 3.101366 -1.412344 -1.418067 0.026403 -2.152101 -2.189057 -1.403113 -3.156556 -1.397610 -2.730666 -1.413860 -1.420848 -2.954543 -2.295231 -1.799423 -1.461920 -1.388935 -1.448413 -1.424105 -1.499619 -2.092586 -2.596631 -2.606395 -1.810848 -1.628137 -1.632268 -1.650473 -2.284508 -3.350761 2.243428
 -1.453429 3.082467 -1.425834 -1.432707 -0.014521 -2.198690 -2.235292 -1.416207 -3.329364 -1.411052 -2.930151 -1.427912 -1.436816 -3.405737 -2.318207 -1.811172 -1.482117 -1.396587 -1.460213 -1.438316 -1.524146 -2.142744 -2.749818 -2.660743 -1.830422 -1.651477 -1.659917 -1.683022 -2.449047 -3.549502 2.017013
 -1.946779 2.476377 -1.684374 -1.702351 -0.487591 -3.028600 -2.822253 -1.658106 -3.333156 -1.644756 -2.977422 -1.674249 -1.682937 -4.956114 -2.800935 -2.087870 -1.800908 -1.629427 -1.706631 -1.686283 -1.836787 -2.896965 -3.532658 -2.700022 -2.393200 -1.917491 -1.940979 -1.976216 1.238802 -4.365155 10.609832
 -1.947025 2.497084 -1.664735 -1.675913 -0.172349 -3.211071 -3.060556 -1.629515 -2.999853 -1.608900 100000.000000 -1.656877 -1.642356 -4.243181 -2.656836 -2.031680 -1.815157 -1.643960 -1.677308 -1.659571 -1.780111 -2.976639 -3.495309 -3.258500 -2.516804 -1.776309 -1.788618 -1.795950 -2.422385 -3.400963 20.916477
 -1.701289 2.778748 -1.552017 -1.571146 -0.474421 -2.820759 -2.803259 -1.522438 100000.000000 -1.506470 100000.000000 -1.547639 -1.539272 100000.000000 -2.569617 -1.923766 -1.686369 -1.522581 -1.576713 -1.557243 -1.705829 -2.738831 -1.798543 -3.630399 -2.176355 -1.707244 -1.708148 -1.718782 -1.392794 -3.489768 13.549385
 -1.725946 2.755044 -1.562002 -1.580841 -0.393172 -2.802997 -2.701689 -1.528394 -3.335202 -1.517489 -2.638738 -1.544264 -1.553305 -4.281353 -2.711393 -1.952116 -1.675497 -1.513506 -1.582519 -1.560646 -1.734604 -2.686073 -3.430262 -3.160718 -2.164560 -1.773596 -1.775398 -1.793914 -3.160382 -4.185993 5.699474
 -1.457927 3.076920 -1.420482 -1.428039 -0.060087 -2.225873 -2.266378 -1.409409 -3.310297 -1.401545 -3.145769 -1.423559 -1.426231 -3.590879 -2.301493 -1.803890 -1.478688 -1.398956 -1.456097 -1.435047 -1.513962 -2.176462 -2.877122 -2.677419 -1.845578 -1.599117 -1.605027 -1.621147 -2.334933 -3.484527 2.299783
 -1.460351 3.074457 -1.426418 -1.432482 -0.025161 -2.187529 -2.223642 -1.418451 -3.211025 -1.414246 -2.645942 -1.427455 -1.438861 -3.082512 -2.301618 -1.813334 -1.479831 -1.396583 -1.458327 -1.437941 -1.518820 -2.121908 -2.660519 -2.609837 -1.829577 -1.657521 -1.668979 -1.695593 -2.461258 -3.586484 1.951372
 -1.491040 3.038162 -1.441750 -1.449027 -0.139994 -2.267868 -2.305748 -1.433017 -3.159576 -1.424858 -2.770740 -1.447303 -1.449839 -3.630344 -2.319081 -1.828984 -1.501993 -1.419024 -1.478544 -1.458416 -1.534567 -2.214462 -2.879198 -2.705080 -1.881099 -1.629205 -1.641177 -1.661436 -2.435732 -3.620069 2.420398
 -1.862054 2.581425 -1.560665 -1.588625 -0.903987 -3.270244 -3.272297 -1.523308 100000.000000 -1.469556 100000.000000 -1.589211 -1.504581 100000.000000 -2.458727 -1.979677 -1.693644 -1.628533 -1.629060 -1.628821 -1.665011 -3.288920 6.346590 -3.819565 -2.541365 -0.782017 -0.802224 -0.767290 10.481268 3.929270 100000.000000
 -2.171054 2.321199 -1.838822 -2.006457 -1.042853 0.061405 0.059358 -1.812449 100000.000000 -1.684216 100000.000000 -1.904552 -1.778877 100000.000000 -2.537747 -2.464608 -1.693335 -1.888278 -2.149145 -2.172239 -1.810863 -3.523617 100000.000000 -3.027894 -3.006192 -0.522898 -0.589516 -0.596398 100000.000000 100000.000000 100000.000000
 -1.978920 2.456731 -1.591802 -1.653986 -1.032678 -3.007864 -2.851463 -1.566134 100000.000000 -1.496921 100000.000000 -1.643623 -1.538250 100000.000000 -2.620975 -2.053123 -1.734780 -1.666407 -1.718633 -1.721495 -1.783458 -3.315942 16.169353 -3.728120 -2.747989 -0.740861 -0.772127 -0.761055 100000.000000 7.152030 600.069946
 -1.313557 3.228375 -1.295864 -1.300742 0.168958 -2.003304 -2.052259 -1.292491 -3.038271 -1.278511 -2.681636 -1.313357 -1.309297 -2.854085 -2.065778 -1.730280 -1.305321 -1.292273 -1.338981 -1.341402 -1.351266 -2.064764 -2.411939 -2.358361 -1.668401 -0.963161 -1.006061 -1.007604 -1.050651 -1.875817 3.829854
 -1.319991 3.218770 -1.299991 -1.305532 0.153426 -2.019408 -2.071778 -1.300227 -2.974918 -1.284708 -2.692890 -1.322655 -1.315613 -2.947273 -2.067234 -1.740062 -1.306399 -1.297491 -1.349964 -1.352414 -1.354840 -2.097131 -2.419675 -2.370557 -1.674743 -0.950866 -1.000023 -1.003521 -1.052282 -1.867194 3.836750
 -1.319513 3.219440 -1.300250 -1.305597 0.153330 -2.016604 -2.067143 -1.297831 -3.019909 -1.283604 -2.760840 -1.318571 -1.314494 -2.895943 -2.071431 -1.736775 -1.310384 -1.296358 -1.344338 -1.347389 -1.357849 -2.079894 -2.422818 -2.368750 -1.677169 -0.973637 -1.017331 -1.020576 -1.067805 -1.889872 3.797267


504
 -0.041663 -0.063032 -0.056249 -0.053703 -0.067901 -0.076388 -0.070139 -0.079199 -0.063584 -0.099922 -0.118843 -0.096817 -0.117649 -0.069375 -0.071067 -0.059342 -0.060662 -0.081367 -0.161294 -0.066048 -0.063413 -0.051979 -0.071281 -0.050487
 -0.042228 -0.064864 -0.056862 -0.054547 -0.068049 -0.076425 -0.072089 -0.079410 -0.064097 -0.098365 -0.115479 -0.095288 -0.113869 -0.073486 -0.073559 -0.060002 -0.060525 -0.079841 -0.160195 -0.066361 -0.063683 -0.053021 -0.073069 -0.051143
 -0.038094 -0.054970 -0.049510 -0.047011 -0.058503 -0.064610 -0.060329 -0.066118 -0.055776 -0.084848 -0.094857 -0.082528 -0.094261 -0.053675 -0.060718 -0.050730 -0.046986 -0.065124 -0.130691 -0.059061 -0.056668 -0.044211 -0.063859 -0.044849
 -0.051709 -0.084457 -0.072599 -0.071701 -0.089226 -0.102456 -0.096186 -0.107245 -0.081899 -0.127637 -0.160349 -0.122496 -0.154792 -0.112986 -0.104292 -0.082869 -0.085796 -0.111080 -0.230922 -0.083087 -0.080355 -0.070613 -0.093104 -0.065240
 -0.061402 -0.104418 -0.088596 -0.089736 -0.111156 -0.130660 -0.121551 -0.137822 -0.100113 -0.156510 -0.205354 -0.152074 -0.200416 -0.148672 -0.147269 -0.100545 -0.120620 -0.143096 -0.313468 -0.100409 -0.095598 -0.089292 -0.113549 -0.080955
